Inhibitor	ID	DMOG_0h	DMOG_4h	DMOG_8h	DMOG_12h	DMOG_16h	DMOG_20h	DMOG_24h	DMOG_28h	DMOG_32h	DMOG_36h	DMOG_40h	DMOG_44h	DMOG_48h	DMOG_Log0h	DMOG_Log4h	DMOG_Log8h	DMOG_Log12h	DMOG_Log16h	DMOG_Log20h	DMOG_Log24h	DMOG_Log28h	DMOG_Log32h	DMOG_Log36h	DMOG_Log40h	DMOG_Log44h	DMOG_Log48h	DMOG_AUC4h	DMOG_AUC8h	DMOG_AUC12h	DMOG_AUC16h	DMOG_AUC20h	DMOG_AUC24h	DMOG_AUC28h	DMOG_AUC32h	DMOG_AUC36h	DMOG_AUC40h	DMOG_AUC44h	DMOG_AUC48h	DMOG_TotalAUC	siDMOG_0h	siDMOG_4h	siDMOG_8h	siDMOG_12h	siDMOG_16h	siDMOG_20h	siDMOG_24h	siDMOG_28h	siDMOG_32h	siDMOG_36h	siDMOG_40h	siDMOG_44h	siDMOG_48h	siDMOG_Log0h	siDMOG_Log4h	siDMOG_Log8h	siDMOG_Log12h	siDMOG_Log16h	siDMOG_Log20h	siDMOG_Log24h	siDMOG_Log28h	siDMOG_Log32h	siDMOG_Log36h	siDMOG_Log40h	siDMOG_Log44h	siDMOG_Log48h	siDMOG_AUC4h	siDMOG_AUC8h	siDMOG_AUC12h	siDMOG_AUC16h	siDMOG_AUC20h	siDMOG_AUC24h	siDMOG_AUC28h	siDMOG_AUC32h	siDMOG_AUC36h	siDMOG_AUC40h	siDMOG_AUC44h	siDMOG_AUC48h	siDMOG_TotalAUC
LY2835219	TC05	1.064181292	1.009589506	0.978199593	0.900792761	0.840436835	0.828714808	0.797862419	0.780865107	0.798710485	0.785187721	0.773921014	0.782067007	0.705520127	0.02701562	0.004144828	-0.009572522	-0.045375113	-0.075494921	-0.081594901	-0.098071991	-0.107423983	-0.097610614	-0.105026501	-0.111303361	-0.106756035	-0.151490592	0.062320895	-0.010855389	-0.10989527	-0.241740068	-0.314179645	-0.359333783	-0.410991948	-0.410069195	-0.40527423	-0.432659723	-0.436118792	-0.516493255	-3.585290402	0.80853496	0.82234522	0.833207137	0.846445266	0.887240534	0.918128197	0.932569142	0.936068831	0.944848481	0.954404798	0.957580237	0.964070648	0.968839806	-0.092301197	-0.084945828	-0.079247019	-0.07240112	-0.051958625	-0.037096675	-0.030318959	-0.028692216	-0.024637831	-0.020267386	-0.018824826	-0.015891139	-0.013748026	-0.354494049	-0.328385693	-0.303296277	-0.24871949	-0.1781106	-0.134831267	-0.118022349	-0.106660093	-0.089810434	-0.078184423	-0.06943193	-0.059278331	-2.069224936
BIBF 1120	TC06	1.027393964	0.998548412	0.965716853	0.833559281	0.806919143	0.783477915	0.764642259	0.725746524	0.715231714	0.695186599	0.740210476	0.775448129	0.69492556	0.01173701	-0.000630875	-0.01515019	-0.079063509	-0.093169981	-0.105973241	-0.116541704	-0.139215036	-0.145553237	-0.157898608	-0.130644773	-0.110447248	-0.158061714	0.02221227	-0.031562128	-0.188427396	-0.34446698	-0.398286445	-0.44502989	-0.511513479	-0.569536545	-0.60690369	-0.577086762	-0.482184041	-0.537017924	-4.669803009	0.906824432	0.941165861	0.978799995	0.985308523	1.003885805	1.018379345	1.030318883	1.040790051	1.064690207	1.080111036	1.087827393	1.106497773	1.162297059	-0.042476787	-0.026333834	-0.009306042	-0.006427761	0.001684313	0.007909582	0.012971659	0.017363132	0.027223259	0.033468403	0.036559991	0.043950544	0.065317139	-0.137621244	-0.071279752	-0.031467604	-0.009486894	0.019187791	0.041762483	0.060669583	0.089172783	0.121383326	0.140056788	0.16102107	0.218535366	0.601933697
VE822	TC07	1.172789757	1.172228192	0.900415367	0.847567349	0.914260221	1.044749558	1.125207468	0.889114549	0.780503904	0.766376062	0.752511639	0.77792935	0.69941071	0.069220164	0.069012162	-0.045557102	-0.071825782	-0.038930176	0.019012196	0.051232606	-0.051042283	-0.10762492	-0.115558069	-0.123486779	-0.109059843	-0.155267722	0.276464652	0.04691012	-0.234765767	-0.221511916	-0.039835959	0.140489604	0.000380646	-0.317334407	-0.446365979	-0.478089695	-0.465093243	-0.528655129	-2.267407073	0.852952185	0.923101275	0.943883569	0.955483582	0.986506861	1.006883426	1.036917896	1.04360119	1.052162443	1.058321633	1.063680856	1.070177361	1.082207182	-0.069075314	-0.034750649	-0.025081574	-0.019776771	-0.00589989	0.002979192	0.01574437	0.018534566	0.022082796	0.024617674	0.026811343	0.029455759	0.034310412	-0.207651926	-0.119664446	-0.08971669	-0.051353322	-0.005841396	0.037447124	0.068557871	0.081234722	0.093400938	0.102858033	0.112534205	0.127532343	0.149337456
WH-4-023	TC08	1.11225385	1.079348649	1.047271464	1.058223578	1.228521999	1.171005107	1.053868892	0.937418444	0.84513727	0.813291111	0.787659308	0.758291079	0.691369747	0.046203918	0.033161752	0.02005927	0.024577434	0.089382938	0.068558789	0.022786585	-0.028066506	-0.073072746	-0.089753974	-0.10366159	-0.120164053	-0.160289628	0.15873134	0.106442045	0.089273408	0.227920743	0.315883454	0.182690749	-0.010559841	-0.202278503	-0.32565344	-0.38683113	-0.447651287	-0.560907363	-0.852939827	0.868695283	0.876115702	0.889414726	0.894832839	0.909536809	0.914115235	0.920595726	0.923459221	0.925917711	0.936191469	0.942442138	0.963733231	0.976457975	-0.061132537	-0.057438536	-0.050895684	-0.048258086	-0.04117972	-0.038999053	-0.035931046	-0.034582278	-0.033427609	-0.028635321	-0.025745304	-0.016043166	-0.010346443	-0.237142145	-0.216668441	-0.198307541	-0.178875613	-0.160357546	-0.149860197	-0.141026647	-0.136019773	-0.124125859	-0.10876125	-0.08357694	-0.052779218	-1.787501169
LY2090314	TC09	0.993467036	0.951868144	0.914202954	0.86277039	0.861608909	0.892395026	0.991714205	0.900722507	0.766394444	0.757233264	0.73841591	0.792175548	0.713874549	-0.002846539	-0.021423207	-0.03895738	-0.064104768	-0.064689819	-0.049442859	-0.003613466	-0.045408985	-0.115547652	-0.120770316	-0.131698955	-0.101178567	-0.146378101	-0.048539492	-0.120761174	-0.206124296	-0.257589175	-0.228265356	-0.10611265	-0.098044902	-0.321913275	-0.472635938	-0.504938542	-0.465755043	-0.495113336	-3.325793179	0.788250708	0.796451365	0.803760912	0.814221119	0.815701686	0.818556802	0.820150697	0.824893694	0.830294313	0.834270165	0.841048119	0.851148519	0.853992197	-0.103335631	-0.098840739	-0.094873118	-0.089257637	-0.08846864	-0.086951178	-0.086106342	-0.083602016	-0.080767937	-0.078693287	-0.075179156	-0.069994652	-0.068546097	-0.404352739	-0.387427714	-0.36826151	-0.355452555	-0.350839637	-0.34611504	-0.339416716	-0.328739906	-0.318922448	-0.307744887	-0.290347617	-0.277081499	-4.074702268
LY2584702 tosylate	TC10	0.927085051	0.904401938	0.841136926	0.827955548	0.818660333	0.850792703	0.865658647	0.902291626	0.890549735	0.894390131	0.878296495	0.842441153	0.731768036	-0.032880422	-0.043638516	-0.075133301	-0.081992979	-0.086896252	-0.070176244	-0.062653328	-0.044653073	-0.050341821	-0.048473002	-0.05635885	-0.074460426	-0.135626565	-0.153037875	-0.237543633	-0.314252561	-0.337778463	-0.314144992	-0.265659144	-0.214612803	-0.189989789	-0.197629646	-0.209663704	-0.261638553	-0.420173982	-3.116125145	0.776092093	0.830895527	0.836739543	0.867554794	0.908120061	0.916935032	0.929460112	0.93058416	0.943006694	0.956631256	0.964485272	0.978852081	0.987598323	-0.110086741	-0.080453579	-0.077409706	-0.061703086	-0.04185673	-0.037661434	-0.031769243	-0.031244344	-0.025485224	-0.019255434	-0.0157044	-0.009282932	-0.005419656	-0.38108064	-0.315726571	-0.278225585	-0.207119633	-0.15903633	-0.138861356	-0.126027175	-0.113459137	-0.089481316	-0.069919667	-0.049974663	-0.029405175	-1.958317247
ZM 306416	TC11	1.129739056	1.14516979	1.177869102	1.055387506	0.917870449	0.89652746	0.873564812	0.846713713	0.828505667	0.73614252	0.750145073	0.76475023	0.73523445	0.052978143	0.058869883	0.071097029	0.023411949	-0.037218612	-0.047436404	-0.058704868	-0.072263407	-0.081704517	-0.133038096	-0.124854739	-0.116480384	-0.133574152	0.223696051	0.259933824	0.189017956	-0.027613327	-0.169310032	-0.212282544	-0.261936549	-0.307935846	-0.429485226	-0.515785671	-0.482670245	-0.500109071	-2.23448068	0.84320861	0.868957531	0.87284416	0.873432541	0.884197177	0.892210844	0.894572789	0.900572294	0.903317247	0.907635255	0.914168441	0.92730773	0.935897464	-0.074064968	-0.061001449	-0.05906329	-0.058770632	-0.053450876	-0.049532503	-0.048384316	-0.045481418	-0.044159698	-0.042088643	-0.038973776	-0.03277612	-0.02877173	-0.270132832	-0.240129476	-0.235667843	-0.224443016	-0.205966757	-0.195833638	-0.187731469	-0.179282232	-0.172496682	-0.162124838	-0.143499791	-0.123095699	-2.340404272
CHMFL-BMX-078	TC12	0.855931887	0.885137464	0.871214007	0.861287993	0.867901751	0.941816986	0.916762059	0.819913675	0.80580682	0.753163179	0.727150688	0.755110432	0.682881014	-0.067560794	-0.052989277	-0.059875151	-0.064851607	-0.061529435	-0.026033481	-0.037743369	-0.08623187	-0.093769061	-0.12311092	-0.138375581	-0.12198953	-0.165654962	-0.241100142	-0.225728856	-0.249453516	-0.252762085	-0.175125833	-0.1275537	-0.247950478	-0.360001863	-0.433759963	-0.522973002	-0.520730221	-0.575288983	-3.93242864	1.024509167	1.039008238	1.072787042	1.09787816	1.114763818	1.128842297	1.131143008	1.151202935	1.168920468	1.192228643	1.222491387	1.238977123	1.259304799	0.010515849	0.016618991	0.030513519	0.040554146	0.047182864	0.052633274	0.053517515	0.061151888	0.067784963	0.076359551	0.087245808	0.093063287	0.100130858	0.054269679	0.09426502	0.14213533	0.17547402	0.199632276	0.212301578	0.229338807	0.257873703	0.288289029	0.327210719	0.360618191	0.386388292	2.727796645
Solamargine	TD01	0.899467029	0.900078995	0.867018743	0.899525916	0.917608212	1.030430462	0.983238621	0.980195615	1.016572961	0.882571772	0.87114049	0.849607253	0.767543895	-0.046014752	-0.045719373	-0.061971514	-0.04598632	-0.037342708	0.013018689	-0.007341071	-0.008687245	0.007138554	-0.054249967	-0.0599118	-0.070781789	-0.114896778	-0.18346825	-0.215381774	-0.215915667	-0.166658056	-0.048648039	0.011355236	-0.032056631	-0.003097381	-0.094222826	-0.228323534	-0.261387178	-0.371357134	-1.809161235	0.912769549	0.921333054	0.933389706	0.948370503	0.970446874	0.981178101	1.000238857	1.021511879	1.035604106	1.04707799	1.049196309	1.052076421	1.090710665	-0.039638857	-0.035583348	-0.029936993	-0.023021962	-0.013028235	-0.008252153	0.000103722	0.009243421	0.015193764	0.019979031	0.020856754	0.022047287	0.03770956	-0.150444409	-0.131040682	-0.105917911	-0.072100394	-0.042560776	-0.016296863	0.018694286	0.04887437	0.070345589	0.081671569	0.085808083	0.119513694	-0.093453443
Tozasertib	TD02	0.76580949	0.779583549	0.834851613	0.795308403	0.763768273	0.761779267	0.79825969	0.757511534	0.748426071	0.777611936	0.73518389	0.73949034	0.630194809	-0.115879256	-0.108137334	-0.078390709	-0.099464429	-0.117038386	-0.118170852	-0.097855801	-0.12061075	-0.125851093	-0.109237082	-0.133604018	-0.131067495	-0.200525178	-0.44803318	-0.373056087	-0.355710277	-0.43300563	-0.470418475	-0.432053305	-0.436933102	-0.492923685	-0.470176349	-0.4856822	-0.529343026	-0.663185347	-5.590520663	0.917866766	0.923979144	0.933411758	0.956073459	0.975827295	1.004252594	1.040670636	1.081409623	1.121664191	1.163595869	1.208681557	1.235210756	1.242237943	-0.037220355	-0.034337832	-0.029926733	-0.019508738	-0.010627038	0.001842962	0.0173133	0.03399023	0.049862855	0.065802171	0.082311895	0.091741065	0.09420479	-0.143116373	-0.128529128	-0.098870941	-0.060271552	-0.017568152	0.038312525	0.102607061	0.16770617	0.231330052	0.296228132	0.34810592	0.37189171	1.107825424
Canertinib (CI-1033)	TD03	1.172456554	1.163138466	1.228645232	1.049297391	1.013315922	1.033272492	0.987644355	0.928943738	0.887704163	0.804179129	0.770429101	0.785400111	0.69985827	0.069096759	0.065631418	0.0894265	0.020898593	0.005744867	0.014214868	-0.005399414	-0.032010588	-0.051731743	-0.094647202	-0.113267321	-0.104909042	-0.154989901	0.269456354	0.310115836	0.220650185	0.053286919	0.039919469	0.017630907	-0.074820005	-0.167484664	-0.292757892	-0.415829047	-0.436352726	-0.519797886	-0.995982549	0.782755161	0.788903678	0.797542532	0.805758406	0.814823639	0.822602802	0.826536908	0.833277585	0.846902901	0.852598417	0.860456348	0.864425207	0.867165226	-0.10637406	-0.102976019	-0.098246147	-0.093795155	-0.08893638	-0.084809816	-0.082737749	-0.0792103	-0.072166379	-0.069255478	-0.065271157	-0.063272577	-0.061898146	-0.418700159	-0.402444333	-0.384082605	-0.36546307	-0.347492391	-0.335095129	-0.323896098	-0.30275336	-0.282843715	-0.26905327	-0.257087469	-0.250341447	-3.939253046
EHop-016	TD04	0.810745478	0.83166881	0.842139924	0.848032066	0.861631208	0.903313942	0.840129829	0.804536684	0.697113005	0.664216929	0.660664513	0.690480771	0.638319681	-0.091115465	-0.080049586	-0.074615743	-0.071587726	-0.064678579	-0.044161287	-0.075653595	-0.094454149	-0.156696815	-0.17769006	-0.18001902	-0.160848411	-0.194961765	-0.342330101	-0.309330657	-0.292406938	-0.27253261	-0.217679732	-0.239629764	-0.340215488	-0.502301928	-0.66877375	-0.71541816	-0.681734864	-0.711620353	-5.293974345	0.998013517	1.04234228	1.1091786	1.161671981	1.102507998	1.066599557	0.977073108	0.964366032	0.887392055	0.846779763	0.751902591	0.706155103	0.655634493	-0.000863577	0.018010354	0.045001482	0.065083514	0.042381749	0.028001399	-0.01007294	-0.015758095	-0.051884464	-0.07222953	-0.123838419	-0.151099898	-0.183338206	0.034293555	0.126023672	0.220169993	0.214930526	0.140766295	0.035856919	-0.05166207	-0.135285118	-0.248227987	-0.392135897	-0.549876634	-0.668876209	-1.274022954
Cediranib	TD05	0.760892171	0.779844641	0.946878721	0.859383257	0.861047251	0.93347397	0.962474962	0.947740417	0.931768678	0.930876072	0.87507042	0.865897872	0.722656207	-0.118676884	-0.107991908	-0.023705643	-0.065813112	-0.064973015	-0.029897788	-0.016610559	-0.023310598	-0.030691893	-0.031108133	-0.057956996	-0.062533328	-0.141068263	-0.453337585	-0.263395102	-0.17903751	-0.261572254	-0.189741607	-0.093016695	-0.079842315	-0.108004982	-0.123600051	-0.178130259	-0.240980648	-0.407203181	-2.577862189	0.87972567	0.896856556	0.905589686	0.922538844	0.936411575	0.958248628	0.96806087	1.004899978	1.034912038	1.047677981	1.059026139	1.08691261	1.117506994	-0.055652735	-0.047277013	-0.043068532	-0.035015339	-0.028533227	-0.018521794	-0.014097334	0.002122837	0.014903439	0.020227816	0.02490668	0.036194627	0.04825025	-0.205859496	-0.180691091	-0.156167742	-0.12709713	-0.094110041	-0.065238256	-0.023948995	0.034052551	0.07026251	0.090268992	0.122202614	0.168889754	-0.36743633
"Binimetinib (MEK162, ARRY-162, ARRY-4381)"	TD06	0.989090516	0.986939312	1.071098122	1.02780136	1.094395855	1.003070692	0.986474064	0.910426094	0.892911438	0.878702845	0.842059913	0.874351179	0.793284686	-0.004763962	-0.005709552	0.029829258	0.011909188	0.039174439	0.001331541	-0.005914329	-0.040755303	-0.049191614	-0.056157967	-0.074657007	-0.0583141	-0.100570929	-0.020947028	0.048239412	0.083476892	0.102167255	0.081011962	-0.009165575	-0.093339264	-0.179893834	-0.210699163	-0.261629949	-0.265942214	-0.317770059	-1.044491565	0.792591547	0.862210879	0.871009071	0.880234257	0.894854008	0.909665349	0.927174883	0.933193439	0.945957941	0.946793507	0.962854954	1.028400407	1.034161643	-0.100950564	-0.064386502	-0.059977322	-0.055401734	-0.048247812	-0.041118348	-0.032838342	-0.030028323	-0.024128173	-0.023744729	-0.016439131	0.01216224	0.014588426	-0.330674131	-0.248727648	-0.230758111	-0.207299092	-0.178732321	-0.14791338	-0.12573333	-0.108312992	-0.095745804	-0.08036772	-0.008553782	0.053501331	-1.709316978
AZD-5438	TD07	0.903412534	0.917203859	0.887810028	0.900285691	0.866215269	0.928160538	0.923059907	0.923680392	0.917716135	0.872918738	0.857578358	0.881976596	0.800596295	-0.044113888	-0.037534127	-0.051679954	-0.045619652	-0.062374165	-0.0323769	-0.034770112	-0.034478276	-0.037291633	-0.059026184	-0.066726187	-0.054542939	-0.096586424	-0.16329603	-0.178428161	-0.194599212	-0.215987635	-0.189502131	-0.134294025	-0.138496775	-0.143539816	-0.192635633	-0.251504743	-0.242538253	-0.302258726	-2.34708114	0.933814361	0.95059916	0.965631326	0.970284045	0.979817621	0.983336029	0.995516708	1.020297902	1.025710403	1.027234645	1.050291939	1.064452782	1.075654487	-0.029739451	-0.022002574	-0.015188654	-0.01310111	-0.008854754	-0.007298048	-0.001951447	0.008726994	0.01102476	0.011669658	0.021310032	0.027126401	0.031672793	-0.10348405	-0.074382455	-0.056579527	-0.043911729	-0.032305605	-0.01849899	0.013551094	0.039503508	0.045388837	0.065959381	0.096872867	0.117598389	0.049711719
PP121	TD08	0.853297404	0.871226988	0.897013144	0.955563399	1.119581076	1.267061545	1.072006576	1.026213085	0.977619951	0.979353616	0.922999957	0.919803388	0.865280853	-0.068899576	-0.05986868	-0.047201193	-0.019740493	0.049055549	0.10279771	0.030197449	0.011237548	-0.009829944	-0.009060469	-0.034798319	-0.036304995	-0.062842906	-0.257536511	-0.214139746	-0.133883373	0.058630111	0.303706519	0.26599032	0.082869995	0.002815208	-0.037780826	-0.087717576	-0.142206629	-0.198295803	-0.357548311	0.76278218	0.775275649	0.787380181	0.801860765	0.809749076	0.819150256	0.827768527	0.833799653	0.837667047	0.845068591	0.854839526	0.868409332	0.89640114	-0.117599461	-0.110543857	-0.103815521	-0.095901036	-0.091649539	-0.086636429	-0.08209109	-0.07893829	-0.076928569	-0.07310804	-0.068115405	-0.061275518	-0.0474976	-0.456286636	-0.428718755	-0.399433114	-0.37510115	-0.356571935	-0.337455038	-0.32205876	-0.311733718	-0.300073217	-0.28244689	-0.258781847	-0.217546236	-4.046207296
CID755673	TD09	1.120734123	1.148926825	1.167893195	1.142802539	1.186549688	1.169549799	1.23548026	1.142574124	1.082956761	1.064679415	1.002452395	1.012800137	0.926246479	0.049502595	0.060292369	0.067403128	0.057971197	0.074285929	0.068018719	0.091835811	0.057884384	0.034611117	0.027218857	0.001063758	0.005523751	-0.03327343	0.219589929	0.255390995	0.250748649	0.264514252	0.284609296	0.319709059	0.29944039	0.184991003	0.123659949	0.05656523	0.013175018	-0.055499357	2.216894413	0.691123767	0.732848045	0.74649352	0.750643563	0.765746706	0.772200208	0.789821656	0.803728815	0.810591745	0.825145613	0.843977733	0.857180383	0.866546809	-0.160444172	-0.134986066	-0.126973958	-0.124566235	-0.115914863	-0.112270086	-0.102470963	-0.094890461	-0.091197823	-0.083469405	-0.073669011	-0.066927777	-0.062207973	-0.590860476	-0.523920048	-0.503080386	-0.480962196	-0.456369897	-0.429482097	-0.394722848	-0.372176569	-0.349334457	-0.314276833	-0.281193576	-0.258271498	-4.954650881
AZD1208	TD10	1.018937686	1.042997387	1.076989404	1.040999154	1.009819663	1.019097341	1.001779171	0.956925689	0.945165208	0.9414587	0.934787347	1.024352081	0.88729803	0.008147625	0.01828322	0.03221143	0.017450377	0.004243823	0.008215668	0.000771998	-0.019121786	-0.024492273	-0.026198727	-0.029287175	0.010449254	-0.051930483	0.052861691	0.100989302	0.099323614	0.043388399	0.024918983	0.017975332	-0.036699578	-0.08722812	-0.101382	-0.110971803	-0.037675841	-0.082962457	-0.117462479	0.801333317	0.827464887	0.851866489	0.861994101	0.871681772	0.890801531	0.919929051	0.926750747	0.939074928	0.951776826	0.982649121	1.010565184	1.032530649	-0.0961868	-0.082250426	-0.069628466	-0.064495706	-0.059642036	-0.050219045	-0.036245666	-0.033037055	-0.027299754	-0.021464874	-0.00760153	0.004564332	0.013902952	-0.356874453	-0.303757784	-0.268248344	-0.248275484	-0.219722162	-0.172929423	-0.138565443	-0.120673619	-0.097529256	-0.058132807	-0.006074396	0.036934567	-1.953848603
LY2109761	TD11	0.944198998	0.973024735	1.062625238	1.064483329	1.060329958	1.088407351	1.088357235	1.002273856	0.984483413	0.961138571	0.932858476	0.951999392	0.855788585	-0.024936465	-0.01187612	0.026380126	0.027138864	0.025441032	0.036791466	0.036771469	0.000986402	-0.006791597	-0.017213994	-0.030184238	-0.021363329	-0.067633511	-0.073625169	0.029008014	0.107037981	0.105159792	0.124464996	0.14712587	0.075515741	-0.011610389	-0.048011181	-0.094796464	-0.103095134	-0.177993679	0.079180379	0.828733331	0.851945969	0.868805578	0.89384663	0.901263678	0.941265029	0.971043091	0.98428449	1.02351244	1.06215262	1.072414377	1.088924335	1.10594346	-0.081585194	-0.069587948	-0.061077399	-0.048736993	-0.045148131	-0.026288076	-0.012761497	-0.006879358	0.010093126	0.026186925	0.030362628	0.036997703	0.043732925	-0.302346283	-0.261330694	-0.219628785	-0.187770248	-0.142872415	-0.078099148	-0.039281711	0.006427534	0.072560101	0.113099105	0.134720662	0.161461256	-0.743060626
PF-6260933	TD12	1.067866751	1.06220061	0.873601858	0.897628651	0.86972473	0.882603036	1.012974175	0.99947876	0.929893253	0.894497411	0.87079696	0.892959317	0.808227647	0.028517065	0.026206546	-0.058686451	-0.046903294	-0.060618181	-0.054234583	0.005598373	-0.000226431	-0.031566903	-0.048420912	-0.060083096	-0.049168327	-0.092466298	0.109447222	-0.064959809	-0.21117949	-0.215042949	-0.229705528	-0.097272419	0.010743886	-0.063586668	-0.159975631	-0.217008016	-0.218502846	-0.28326925	-1.640311497	0.937861339	0.974166323	1.054296938	1.08171218	1.141800229	1.169995518	1.253479514	1.290963572	1.303329468	1.327652601	1.359105459	1.374956273	1.456288377	-0.027861366	-0.011366888	0.022962945	0.03411172	0.057590126	0.068184198	0.098117241	0.110913988	0.115054215	0.123084451	0.133253157	0.138288887	0.163247383	-0.078456509	0.023192114	0.11414933	0.183403691	0.251548648	0.332602877	0.418062456	0.451936405	0.476277331	0.512675215	0.543084087	0.60307254	3.831548185
