Inhibitor	ID	TGFB_0h	TGFB_4h	TGFB_8h	TGFB_12h	TGFB_16h	TGFB_20h	TGFB_24h	TGFB_28h	TGFB_32h	TGFB_36h	TGFB_40h	TGFB_44h	TGFB_48h	TGFB_Log0h	TGFB_Log4h	TGFB_Log8h	TGFB_Log12h	TGFB_Log16h	TGFB_Log20h	TGFB_Log24h	TGFB_Log28h	TGFB_Log32h	TGFB_Log36h	TGFB_Log40h	TGFB_Log44h	TGFB_Log48h	TGFB_AUC4h	TGFB_AUC8h	TGFB_AUC12h	TGFB_AUC16h	TGFB_AUC20h	TGFB_AUC24h	TGFB_AUC28h	TGFB_AUC32h	TGFB_AUC36h	TGFB_AUC40h	TGFB_AUC44h	TGFB_AUC48h	TGFB_TotalAUC	siTGFB_0h	siTGFB_4h	siTGFB_8h	siTGFB_12h	siTGFB_16h	siTGFB_20h	siTGFB_24h	siTGFB_28h	siTGFB_32h	siTGFB_36h	siTGFB_40h	siTGFB_44h	siTGFB_48h	siTGFB_Log0h	siTGFB_Log4h	siTGFB_Log8h	siTGFB_Log12h	siTGFB_Log16h	siTGFB_Log20h	siTGFB_Log24h	siTGFB_Log28h	siTGFB_Log32h	siTGFB_Log36h	siTGFB_Log40h	siTGFB_Log44h	siTGFB_Log48h	siTGFB_AUC4h	siTGFB_AUC8h	siTGFB_AUC12h	siTGFB_AUC16h	siTGFB_AUC20h	siTGFB_AUC24h	siTGFB_AUC28h	siTGFB_AUC32h	siTGFB_AUC36h	siTGFB_AUC40h	siTGFB_AUC44h	siTGFB_AUC48h	siTGFB_TotalAUC
TSU-68	TC04	1.013313164	1.005624457	1.019328002	0.986217327	0.98577942	0.976444988	0.979241486	0.990055534	0.939699753	1.043865806	0.881666657	0.868650162	0.836849505	0.005743685	0.002435827	0.008313955	-0.006027372	-0.006220253	-0.010352219	-0.009110196	-0.004340444	-0.027010887	0.018644672	-0.054695583	-0.061155095	-0.077352636	0.016359023	0.021499564	0.004573167	-0.024495249	-0.033144944	-0.03892483	-0.02690128	-0.062702663	-0.016732431	-0.072101823	-0.231701356	-0.277015463	-0.741288287	0.898160922	0.92195226	1.011772129	1.035363885	1.042970705	1.079991486	1.093173174	1.028101568	1.012147841	0.99076372	0.961432966	0.922251957	0.835948785	-0.046645845	-0.035291567	0.005082712	0.015093012	0.01827211	0.033420332	0.038688966	0.012036022	0.005243953	-0.004029905	-0.017080991	-0.035150415	-0.077820329	-0.163874823	-0.06041771	0.040351448	0.066730244	0.103384884	0.144218595	0.101449975	0.034559949	0.002428096	-0.042221791	-0.10446281	-0.225941487	-0.10379543
LY2835219	TC05	0.947990258	0.959495845	1.001716264	1.076441308	1.05672582	1.042023372	1.039551577	1.061292071	1.0140415	1.060736583	1.028675731	0.971211378	0.938936142	-0.023196126	-0.017956902	0.000744725	0.031990355	0.023962319	0.01787746	0.016846042	0.02583492	0.006055729	0.025607547	0.012278494	-0.012686238	-0.027363944	-0.082306054	-0.034424353	0.065470161	0.111905349	0.083679558	0.069447003	0.085361922	0.063781297	0.063326552	0.075772082	-0.000815489	-0.080100364	0.421097665	0.989655297	0.963522854	0.952881858	0.98534841	1.191377332	1.21628636	1.25329334	1.215575319	1.168743923	1.131488471	1.07977204	1.029087366	0.92338223	-0.004516046	-0.01613798	-0.020960942	-0.00641018	0.076049333	0.085035836	0.098052732	0.084781874	0.067719366	0.053650133	0.033332078	0.012452246	-0.034618487	-0.041308053	-0.074197843	-0.054742243	0.139278306	0.322170338	0.366177136	0.365669211	0.305002479	0.242738998	0.173964421	0.091568648	-0.044332482	1.791988917
BIBF 1120	TC06	0.921117742	0.900653315	0.888458502	0.883925074	0.878848788	0.905420695	0.920452469	0.912543698	0.88808182	0.859656696	0.860150295	0.828307184	0.788379935	-0.035684853	-0.045442348	-0.051362852	-0.053584546	-0.056085842	-0.043149583	-0.035998633	-0.03974633	-0.05154702	-0.06567495	-0.065425657	-0.081808572	-0.103264437	-0.162254401	-0.193610401	-0.209894798	-0.219340777	-0.19847085	-0.158296432	-0.151489926	-0.1825867	-0.23444394	-0.262201214	-0.294468459	-0.370146019	-2.637203916	0.843863524	0.858167241	0.837181392	0.910149379	1.015413582	1.062648552	1.020275021	0.958910062	0.938336329	0.92757804	0.884590968	0.852898215	0.780183425	-0.073727785	-0.066428068	-0.077180433	-0.040887323	0.006642968	0.026389655	0.008717254	-0.018222124	-0.027641469	-0.032649542	-0.053257499	-0.069102795	-0.107803281	-0.280311706	-0.287217002	-0.236135512	-0.068488709	0.066065246	0.070213818	-0.01900974	-0.091727187	-0.120582021	-0.171814082	-0.244720588	-0.35381215	-1.737539634
VE822	TC07	1.001294322	0.997541397	0.926125457	0.924323857	0.961382675	0.992504279	0.983653262	1.119759262	1.075729641	1.032461547	0.94939075	0.917619145	0.886704455	0.000561753	-0.001069072	-0.033330178	-0.034175838	-0.017103709	-0.003267612	-0.007157963	0.049124663	0.031703135	0.013873886	-0.022555004	-0.037337534	-0.05222111	-0.001014638	-0.068798501	-0.135012031	-0.102559092	-0.040742641	-0.020851151	0.0839334	0.161655598	0.091154042	-0.017362236	-0.119785076	-0.179117287	-0.348499614	0.858467445	0.932835983	0.929150327	0.998702301	1.0734956	1.057040708	1.036894126	1.014070112	0.975885507	0.964963627	0.936957572	0.903431237	0.838287872	-0.06627617	-0.03019471	-0.031914016	-0.00056395	0.030800269	0.024091713	0.015734414	0.006067983	-0.010601132	-0.015489056	-0.028280075	-0.044104897	-0.076606817	-0.192941759	-0.124217452	-0.064955931	0.060472638	0.109783963	0.079652254	0.043604794	-0.009066298	-0.052180376	-0.087538262	-0.144769944	-0.241423429	-0.623579801
WH-4-023	TC08	0.990070232	1.016219573	1.012393329	1.017658878	1.047825665	1.072415884	1.075752441	1.256348227	1.057877185	1.041418446	1.077572206	0.993645929	0.986803807	-0.004333997	0.006987555	0.005349275	0.007602226	0.020289032	0.030363238	0.03171234	0.099110031	0.024435251	0.017625266	0.032446381	-0.002768342	-0.005769184	0.005307117	0.02467366	0.025903001	0.055782515	0.101304539	0.124151156	0.261644743	0.247090564	0.084121033	0.100143294	0.059356077	-0.017075052	1.072402647	0.793250799	0.814775112	0.794303476	0.839903907	0.880337728	0.915206309	0.960421101	0.954244867	0.966329731	0.994200349	1.04266241	1.019955308	0.900120822	-0.100589482	-0.088962245	-0.100013537	-0.075770399	-0.055350685	-0.038480995	-0.017538307	-0.020340167	-0.014874658	-0.002526089	0.018143717	0.008581142	-0.045699192	-0.379103454	-0.377951565	-0.351567871	-0.262242168	-0.18766336	-0.112038603	-0.075756949	-0.070429652	-0.034801494	0.031235256	0.053449718	-0.074236099	-1.841106241
LY2090314	TC09	0.891105991	0.939733648	0.891513545	0.951144382	0.932675068	0.936462613	0.937328305	0.956321995	0.896126475	0.878005869	0.89238919	0.91628162	0.855502009	-0.050070637	-0.026995223	-0.049872054	-0.021753553	-0.030269633	-0.028509557	-0.028108268	-0.019395856	-0.047630692	-0.056502581	-0.049445699	-0.037971025	-0.067778966	-0.154131718	-0.153734553	-0.143251214	-0.104046371	-0.117558378	-0.113235649	-0.095008247	-0.134053095	-0.208266546	-0.211896561	-0.174833448	-0.211499983	-1.821515763	0.828958952	0.82100013	0.805598665	0.812931512	0.827878408	0.893318832	0.903830759	0.896959044	0.905907636	0.915128143	0.899622867	0.878679448	0.838780963	-0.081466974	-0.085656774	-0.093881262	-0.089946041	-0.082033444	-0.048993511	-0.043912883	-0.047227387	-0.04291608	-0.038518089	-0.045939514	-0.056169531	-0.076351435	-0.334247496	-0.359076073	-0.367654607	-0.343958971	-0.262053909	-0.185812787	-0.182280539	-0.180286933	-0.162868336	-0.168915205	-0.204218091	-0.265041933	-3.016414881
LY2584702 tosylate	TC10	1.007206635	0.981992589	0.95018462	0.941360141	1.004907366	1.031607249	1.205543594	1.446151508	1.234353115	1.152734913	1.1456285	0.92184494	0.866018821	0.003118578	-0.00789179	-0.022192003	-0.026244195	0.00212603	0.013514385	0.08118292	0.160213795	0.091439417	0.061729447	0.059043809	-0.035342124	-0.062472669	-0.009546423	-0.060167587	-0.096872396	-0.04823633	0.03128083	0.18939461	0.482793429	0.503306424	0.306337728	0.241546512	0.047403371	-0.195629587	1.391610581	0.899515725	0.899377107	0.916862417	0.970031738	0.961137384	1.00576961	1.007334377	1.004881595	1.036157227	1.063940316	1.038217965	0.977576008	0.886300912	-0.04599124	-0.046058171	-0.037695829	-0.013214056	-0.01721453	0.002498509	0.003173655	0.002114892	0.01542566	0.026917266	0.01628854	-0.009849466	-0.052418804	-0.184098823	-0.167508001	-0.10181977	-0.060857173	-0.029432043	0.011344328	0.010577094	0.035081105	0.084685853	0.086411611	0.012878148	-0.124536539	-0.427274208
ZM 306416	TC11	1.019887361	1.024070158	1.004149006	0.986230223	0.97420052	0.971677949	0.981682865	0.982242393	1.117450644	0.911542382	0.88208252	0.861315085	0.805276046	0.00855221	0.010329711	0.001798163	-0.006021693	-0.011351643	-0.012477653	-0.008028789	-0.007781326	0.04822835	-0.040223134	-0.054490784	-0.064837947	-0.094055219	0.037763841	0.024255747	-0.00844706	-0.034746671	-0.047658592	-0.041012885	-0.031620231	0.080894048	0.016010432	-0.189427836	-0.238657461	-0.317786332	-0.750432999	0.802009749	0.824679626	0.808933079	0.803628226	0.857348398	0.890634936	0.934584917	0.977834785	0.99101401	1.048793528	1.043251295	1.023709285	0.983295767	-0.095820353	-0.083714735	-0.092087405	-0.094944818	-0.066842659	-0.050300273	-0.029381232	-0.009734517	-0.003920206	0.020689999	0.018388932	0.010176642	-0.00731583	-0.359070174	-0.351604279	-0.374064446	-0.323574954	-0.234285865	-0.159363011	-0.078231499	-0.027309447	0.033539586	0.078157862	0.05713115	0.005721624	-1.732953454
CHMFL-BMX-078	TC12	1.012718659	1.010756261	0.981065905	0.979134057	0.972610649	0.940302576	0.939703493	0.94325674	0.898851302	0.900206278	0.897157453	0.904108902	0.881365983	0.005488812	0.00464644	-0.008301817	-0.009157843	-0.01206098	-0.026732374	-0.027009159	-0.025370083	-0.046312148	-0.045657963	-0.047131331	-0.043779255	-0.054843715	0.020270504	-0.007310754	-0.034919321	-0.042437646	-0.077586708	-0.107483066	-0.104758483	-0.143364462	-0.183940222	-0.185578587	-0.181821171	-0.19724594	-1.246175854	0.805885012	0.813674471	0.808691141	0.883617096	1.056476685	1.120061841	1.206687595	1.125573903	1.089915434	1.052852714	0.995331588	0.94406073	0.862215665	-0.093726921	-0.08954931	-0.092217314	-0.05373589	0.023859917	0.049242002	0.081594848	0.051374015	0.037392803	0.022367621	-0.002032213	-0.025000067	-0.064384091	-0.366552462	-0.363533248	-0.291906409	-0.059751946	0.146203838	0.2616737	0.265937727	0.177533636	0.119520847	0.040670816	-0.05406456	-0.178768317	-0.30303638
Tozasertib	TD02	1.010365515	1.04588647	0.989629966	0.974402521	0.976116532	1.004707071	0.995424642	0.998167774	0.952452916	0.932729494	0.883769313	0.823250973	0.831419704	0.004478515	0.019484545	-0.004527163	-0.011261601	-0.010498332	0.002039459	-0.001991612	-0.000796456	-0.021156484	-0.03024429	-0.053661082	-0.084467747	-0.080179687	0.047926119	0.029914764	-0.031577528	-0.043519866	-0.016917746	9.57E-05	-0.005576136	-0.043905879	-0.102801549	-0.167810745	-0.27625766	-0.329294869	-0.939725401	0.821950081	0.825528663	0.887098113	0.896431885	0.951834441	0.980603857	1.037937225	0.984857639	0.95463427	0.927892457	0.897167896	0.869069518	0.809932033	-0.085154557	-0.083267843	-0.052028345	-0.047482705	-0.021438585	-0.008506403	0.016171088	-0.006626542	-0.020162979	-0.032502356	-0.047126275	-0.060945482	-0.091551424	-0.336844801	-0.270592375	-0.199022098	-0.137842579	-0.059889975	0.01532937	0.019089092	-0.053579043	-0.10533067	-0.159257262	-0.216143516	-0.304993813	-1.809077671
Canertinib (CI-1033)	TD03	0.9787129	0.953012205	0.903315156	0.913059789	0.895783778	0.974702523	0.968513495	0.966723041	0.913071529	0.89822044	0.89480087	0.894740986	0.878507164	-0.009344687	-0.020901537	-0.044160703	-0.039500783	-0.047796807	-0.01112791	-0.013894324	-0.01469793	-0.039495199	-0.046617066	-0.048273602	-0.048302668	-0.056254693	-0.06049245	-0.130124481	-0.167322972	-0.174595179	-0.117849433	-0.050044467	-0.057184508	-0.108386258	-0.172224531	-0.189781337	-0.193152541	-0.209114722	-1.630272878	0.839454052	0.824240503	0.816873321	0.899872631	0.956817091	0.963898164	0.972474811	0.984004018	0.964573992	0.925259671	0.877994562	0.841422867	0.777994753	-0.07600307	-0.083946048	-0.087845288	-0.045818957	-0.019171076	-0.015968847	-0.012121639	-0.007003128	-0.015664452	-0.033736367	-0.056508174	-0.07498569	-0.109023332	-0.319898237	-0.343582672	-0.267328489	-0.129980065	-0.070279845	-0.056180972	-0.038249534	-0.045335161	-0.098801638	-0.180489082	-0.262987727	-0.368018043	-2.181131465
Cediranib	TD05	1.094166233	1.114235627	1.061812449	1.041342005	1.040590479	1.030770986	1.041940906	1.028214498	0.969518851	0.961428288	0.976034631	0.92090276	0.875079526	0.039083308	0.046977041	0.026047813	0.017593387	0.017279848	0.013162186	0.017843089	0.012083723	-0.013443742	-0.017083104	-0.010534773	-0.035786225	-0.057952477	0.172120697	0.146049707	0.0872824	0.06974647	0.060884067	0.062010548	0.059853623	-0.002720038	-0.061053692	-0.055235753	-0.092641996	-0.187477405	0.258818628	0.846870228	0.837050864	0.924342504	1.006224687	0.99250454	0.979806339	0.963069501	0.937974184	0.9272385	0.91652397	0.887001155	0.855966255	0.804502327	-0.072183135	-0.077248151	-0.034167076	0.002694968	-0.003267498	-0.008859755	-0.01634237	-0.027809115	-0.032808544	-0.037856172	-0.052075815	-0.067543356	-0.094472695	-0.298862571	-0.222830455	-0.062944216	-0.001145059	-0.024254506	-0.050404251	-0.08830297	-0.121235318	-0.141329433	-0.179863974	-0.239238342	-0.324032103	-1.754443199
"Binimetinib (MEK162, ARRY-162, ARRY-4381)"	TD06	1.011315028	0.990015113	0.984200881	1.087022619	1.10602005	1.090992045	1.026235911	1.005602451	0.931942879	0.924999339	0.927968447	0.980927343	1.009610052	0.004886461	-0.004358176	-0.006916251	0.036238581	0.043763	0.037821584	0.011247208	0.002426323	-0.030610706	-0.033858578	-0.032466791	-0.008363159	0.004153666	0.00105657	-0.022548852	0.058644661	0.160003162	0.163169168	0.098137584	0.027347062	-0.056368765	-0.128938567	-0.132650736	-0.0816599	-0.008418987	0.077772399	0.628459493	0.636945155	0.617009574	0.629618208	0.671594575	0.687775905	0.765397341	0.887481314	0.910833654	0.91191733	0.899656696	0.911894358	0.867635401	-0.201722709	-0.195897962	-0.209708097	-0.200922721	-0.172892821	-0.162553043	-0.116113051	-0.051840782	-0.040560931	-0.040044531	-0.045923183	-0.040055471	-0.061662736	-0.795241342	-0.811212117	-0.821261636	-0.747631083	-0.670891727	-0.557332188	-0.335907666	-0.184803427	-0.161210924	-0.171935428	-0.171957309	-0.203436415	-5.632821264
AZD-5438	TD07	0.94126276	0.942063495	0.94209614	1.017099196	1.064299054	1.133749474	1.067882289	1.022284962	0.943990249	0.924156023	0.921034177	0.913918214	0.870325374	-0.026289123	-0.025919825	-0.025904776	0.007363311	0.027063676	0.054517099	0.028523384	0.009571972	-0.025032492	-0.034254702	-0.035724254	-0.039092667	-0.060318355	-0.104417896	-0.103649201	-0.037082929	0.068853974	0.163161549	0.166080965	0.076190712	-0.030921039	-0.118574387	-0.139957912	-0.149633843	-0.198822044	-0.40877205	0.87630749	0.894545327	0.98265734	1.106152495	1.133077324	1.176918115	1.093354871	1.056966809	1.023925612	0.990010029	0.879654051	0.86148356	0.828533708	-0.057343476	-0.048397649	-0.007597898	0.043815003	0.054259548	0.070746248	0.038761144	0.02406135	0.010268406	-0.004360406	-0.055688093	-0.064753006	-0.081689818	-0.21148225	-0.111991092	0.072434211	0.196149103	0.250011591	0.219014783	0.125644988	0.068659512	0.011816001	-0.120096998	-0.240882198	-0.292885648	-0.033607996
PP121	TD08	0.85775941	0.896156698	0.866018952	0.87570109	0.873060984	0.876135552	0.871340467	0.873769795	0.839844345	0.848745541	0.884673149	0.905684481	0.855322973	-0.066634509	-0.047616045	-0.062472604	-0.05764411	-0.058955419	-0.057428696	-0.059812116	-0.058602972	-0.075801198	-0.071222494	-0.053217154	-0.043023074	-0.067869863	-0.228501107	-0.220177297	-0.240233427	-0.233199058	-0.232768232	-0.234481625	-0.236830176	-0.26880834	-0.294047384	-0.248879297	-0.192480456	-0.221785874	-2.852192273	0.713359004	0.697668786	0.674897874	0.709212951	0.751540936	0.763878798	0.789713435	0.78500231	0.795536494	0.802671103	0.795425084	0.780118569	0.757157864	-0.146691853	-0.156350707	-0.17076194	-0.149223342	-0.124047359	-0.116975544	-0.102530473	-0.105129065	-0.099339893	-0.095462372	-0.099400718	-0.107839385	-0.120813563	-0.60608512	-0.654225294	-0.639970564	-0.546541402	-0.482045805	-0.439012035	-0.415319078	-0.408937916	-0.38960453	-0.389726179	-0.414480204	-0.457305894	-5.843254021
CID755673	TD09	0.93407275	0.953631255	0.937277554	0.93628207	0.951443071	1.059888579	1.05328318	0.985089633	0.901731234	0.886395802	0.869589498	0.864561037	0.811691056	-0.029619298	-0.020619523	-0.028131783	-0.028593293	-0.021617192	0.025260212	0.022545149	-0.006524251	-0.044922887	-0.052372309	-0.060685714	-0.063204341	-0.090609239	-0.100477642	-0.097502614	-0.113450153	-0.100420971	0.00728604	0.095610723	0.032041795	-0.102894277	-0.194590393	-0.226116047	-0.247780109	-0.30762716	-1.355920808	0.780412239	0.857935417	0.90731562	0.963728822	0.977977449	0.979779034	0.971135447	0.958688914	0.955173976	0.953143456	0.940686107	0.921743222	0.877473718	-0.107675928	-0.066545403	-0.042241612	-0.016045152	-0.009671159	-0.008871858	-0.012720194	-0.018322295	-0.019917519	-0.02084173	-0.02655527	-0.035390047	-0.056765883	-0.348442663	-0.217574032	-0.11657353	-0.051432624	-0.037086035	-0.043184103	-0.062084976	-0.076479626	-0.081518496	-0.094793999	-0.123890635	-0.18431186	-1.43737258
AZD1208	TD10	1.097006951	1.081237433	1.051833774	1.010773766	1.095531958	1.043433853	0.945217277	0.940813325	0.889375883	0.869329228	0.857480305	0.829989591	0.785648609	0.040209379	0.033921073	0.021947112	0.004653962	0.039625051	0.018464923	-0.024468349	-0.02649654	-0.050914651	-0.060815719	-0.066775846	-0.080927354	-0.104771654	0.148260904	0.111736369	0.053202147	0.088558025	0.116179948	-0.012006852	-0.101929778	-0.154822383	-0.22346074	-0.25518313	-0.295406401	-0.371398016	-0.896269907	0.772710495	0.755635457	0.781766138	0.861725911	0.926363724	0.93678876	0.93684171	0.939304008	0.943015612	0.938628191	0.886052891	0.851244358	0.787263636	-0.111983189	-0.121687672	-0.106923145	-0.064630848	-0.03321846	-0.028358329	-0.028333782	-0.027193825	-0.025481117	-0.027506406	-0.052540353	-0.069945754	-0.103879808	-0.467341722	-0.457221633	-0.343107986	-0.195698616	-0.123153578	-0.113384221	-0.111055213	-0.105349884	-0.105975047	-0.160093519	-0.244972213	-0.347651124	-2.775004755
LY2109761	TD11	1.132930016	1.101700448	1.038286825	1.028394936	1.034282452	1.019766637	1.084060755	1.119297189	0.992179811	0.991512601	0.983473301	1.073863302	1.005372167	0.054203083	0.042063526	0.016317343	0.012159929	0.014639156	0.008500799	0.035053622	0.048945413	-0.003409614	-0.003701762	-0.007237426	0.030949001	0.002326858	0.192533218	0.116761738	0.056954545	0.053598172	0.046279911	0.087108844	0.167998071	0.091071598	-0.014222753	-0.021878375	0.047423151	0.066551718	0.890179838	0.730279262	0.752260256	0.7387852	0.734123725	0.796250661	0.800973499	0.786451843	0.858550317	0.909017784	0.929940175	0.939235425	0.962649429	0.943212244	-0.136511032	-0.123631883	-0.131481813	-0.13423074	-0.098950194	-0.096381853	-0.104327865	-0.066234247	-0.04142762	-0.03154499	-0.027225536	-0.016531842	-0.02539057	-0.520285829	-0.510227392	-0.531425107	-0.466361869	-0.390664094	-0.401419436	-0.341124225	-0.215323735	-0.14594522	-0.11754105	-0.087514756	-0.083844825	-3.811677539
PF-6260933	TD12	0.89878644	0.873533957	0.787745435	0.841567027	0.955378591	0.947197109	0.969733368	1.01038339	0.960759024	0.956039105	0.922075328	0.928240346	0.975553062	-0.046343488	-0.058720208	-0.103614105	-0.074911289	-0.019824495	-0.023559636	-0.01334766	0.004486198	-0.017385528	-0.019524343	-0.035233598	-0.032339559	-0.010749104	-0.210127393	-0.324668626	-0.357050787	-0.189471567	-0.086768262	-0.073814593	-0.017722924	-0.025798659	-0.073819742	-0.109515883	-0.135146314	-0.086177325	-1.690082077	0.82249088	0.824215745	0.791069417	0.862251556	0.964546271	0.973950442	0.984934182	1.042056638	0.960804766	0.931253033	0.894111413	0.8498846	0.819675272	-0.084868909	-0.083959093	-0.101785405	-0.064366013	-0.015676934	-0.011463141	-0.00659279	0.017891324	-0.017364851	-0.0309323	-0.048608361	-0.07064004	-0.086358167	-0.337656005	-0.371488997	-0.332302837	-0.160085894	-0.054280149	-0.036111862	0.022597069	0.001052946	-0.096594302	-0.159081323	-0.238496803	-0.313996413	-2.07644457
S-Ruxolitinib (INCB018424)	TE01	0.94320291	0.883787522	0.92380199	0.994225669	1.004234601	1.03610071	1.006558492	1.001181158	0.928068906	0.906799276	0.902905157	0.904121167	0.873575084	-0.025394868	-0.053652134	-0.034421107	-0.002515028	0.001835181	0.015401971	0.002839017	0.000512668	-0.032419778	-0.042488835	-0.044357866	-0.043773363	-0.058699761	-0.158094005	-0.176146482	-0.07387227	-0.001359695	0.034474305	0.036481977	0.00670337	-0.06381422	-0.149817226	-0.173693404	-0.176262459	-0.204946249	-1.100346358	0.877872927	0.848547268	0.839857077	0.816474695	0.916439393	0.929052016	0.925862225	0.911709954	0.912179698	0.913223736	0.909465987	0.890454314	0.864418605	-0.056568344	-0.07132396	-0.075794614	-0.088057271	-0.037896251	-0.03195997	-0.033453635	-0.040143304	-0.039919598	-0.039422809	-0.041213538	-0.050388358	-0.063275894	-0.255784609	-0.294237149	-0.327703769	-0.251907044	-0.139712442	-0.130827209	-0.147193876	-0.160125803	-0.158684814	-0.161272695	-0.183203792	-0.227328504	-2.437981707
CGI1746	TE02	1.126397221	1.056396539	1.035033239	0.985470382	0.99080351	1.024428195	1.003411722	0.994000712	0.959302795	0.940611969	0.941267958	0.939266966	1.0008823	0.05169157	0.02382697	0.014954297	-0.006356424	-0.004012464	0.010481523	0.00147917	-0.002613305	-0.01804429	-0.026589499	-0.026286725	-0.027210952	0.000383009	0.15103708	0.077562533	0.017195746	-0.020737775	0.012938119	0.023921386	-0.002268269	-0.041315189	-0.089267579	-0.105752449	-0.106995353	-0.053655885	-0.137337634	0.694074934	0.797591446	0.777435612	0.776645749	0.863448942	0.887790815	0.944279557	0.929326429	0.926329809	0.940195456	0.928718983	0.906489967	0.85936	-0.15859364	-0.098219512	-0.10933557	-0.109777031	-0.063763338	-0.051689352	-0.024899412	-0.031831712	-0.03323436	-0.026781852	-0.032115677	-0.042636998	-0.065824865	-0.513626304	-0.415110164	-0.4382252	-0.347080738	-0.230905382	-0.15317753	-0.113462248	-0.130132144	-0.120032425	-0.117795059	-0.149505351	-0.216923727	-2.945976271
